"Gene.stable.ID","Gene.name"
"ENSMMUG00000055940","MSC"
"ENSMMUG00000017859","OR9G4"
"ENSMMUG00000000934","STKLD1"
"ENSMMUG00000049481","AC063965.1"
"ENSMMUG00000037644","CPD"
"ENSMMUG00000057314","OR10H5"
"ENSMMUG00000057314","OR10H1"
"ENSMMUG00000031821","CELA2B"
"ENSMMUG00000004235","RPL19"
"ENSMMUG00000023518","KCNH5"
"ENSMMUG00000021210","C16orf54"
"ENSMMUG00000008543","KRT9"
"ENSMMUG00000018434","AGPAT1"
"ENSMMUG00000017438","DCBLD2"
"ENSMMUG00000008691","VDAC2"
"ENSMMUG00000013798","FADS1"
"ENSMMUG00000001225","CALN1"
"ENSMMUG00000002952","LAMB2"
"ENSMMUG00000015916","CHRNA4"
"ENSMMUG00000047290","TBCA"
"ENSMMUG00000006683","IL1RAPL2"
"ENSMMUG00000005775","PLAAT2"
"ENSMMUG00000020214","SMN2"
"ENSMMUG00000020214","SMN1"
"ENSMMUG00000053111","CBLL1"
"ENSMMUG00000050270","Metazoa_SRP"
"ENSMMUG00000000173","FKBP15"
"ENSMMUG00000001930","AC093227.2"
"ENSMMUG00000001930","ZNF607"
"ENSMMUG00000012021","LRWD1"
"ENSMMUG00000025968","RNU6-967P"
"ENSMMUG00000020605","HPSE2"
"ENSMMUG00000018265","PRR5L"
"ENSMMUG00000020389","STIL"
"ENSMMUG00000051949","ITPRIP"
"ENSMMUG00000001150","PRIM2"
"ENSMMUG00000009889","PSMC3IP"
"ENSMMUG00000008787","BBX"
"ENSMMUG00000023041","TBPL2"
"ENSMMUG00000019191","CPSF4"
"ENSMMUG00000016264","ALOX12"
"ENSMMUG00000046877","ACVR1B"
"ENSMMUG00000016009","EEF1G"
"ENSMMUG00000057365","Y_RNA"
"ENSMMUG00000007555","SEMA3A"
"ENSMMUG00000002140","M1AP"
"ENSMMUG00000058985","RNU6-22P"
"ENSMMUG00000020434","CSF3R"
"ENSMMUG00000001547","ZNF106"
"ENSMMUG00000027263","MIR640"
"ENSMMUG00000047349","UPK3B"
"ENSMMUG00000016993","PKHD1"
"ENSMMUG00000002862","ADGRG7"
"ENSMMUG00000019252","TDRD6"
"ENSMMUG00000018981","C19orf38"
"ENSMMUG00000022452","JRK"
"ENSMMUG00000019049","OR10A7"
"ENSMMUG00000048322","EVA1A"
"ENSMMUG00000050890","RNU6-898P"
"ENSMMUG00000011378","TMEM200B"
"ENSMMUG00000023199","SF3A3"
"ENSMMUG00000004084","GCH1"
"ENSMMUG00000017218","KIAA1549L"
"ENSMMUG00000013051","P3H4"
"ENSMMUG00000012355","UGT2B7"
"ENSMMUG00000002679","LDHB"
"ENSMMUG00000000688","CD96"
"ENSMMUG00000032743","SNORD30"
"ENSMMUG00000017361","PBRM1"
"ENSMMUG00000049154","BEX3"
"ENSMMUG00000059456","SNORD114-28"
"ENSMMUG00000016996","CYP4F22"
"ENSMMUG00000062971","PROB1"
"ENSMMUG00000064265","XRCC4"
"ENSMMUG00000022624","SPDYE21"
"ENSMMUG00000022624","SPDYE5"
"ENSMMUG00000022624","SPDYE16"
"ENSMMUG00000022624","SPDYE6"
"ENSMMUG00000022624","SPDYE2"
"ENSMMUG00000022624","SPDYE2B"
"ENSMMUG00000051000","GPAT2"
"ENSMMUG00000036118","RNU6-899P"
"ENSMMUG00000006450","HTATSF1"
"ENSMMUG00000026396","Y_RNA"
"ENSMMUG00000024302","SNORD114-7"
"ENSMMUG00000002594","DEPTOR"
"ENSMMUG00000060388","CDC42SE2"
"ENSMMUG00000043061","RN7SL26P"
"ENSMMUG00000038221","PSMD8"
"ENSMMUG00000061424","VAX2"
"ENSMMUG00000008825","OCRL"
"ENSMMUG00000015638","LEAP2"
"ENSMMUG00000009026","EIF3M"
"ENSMMUG00000044944","RN7SL795P"
"ENSMMUG00000000699","CPSF2"
"ENSMMUG00000018398","EFNA5"
"ENSMMUG00000017394","IL31RA"
"ENSMMUG00000018283","DHFR"
"ENSMMUG00000004013","C5orf24"
"ENSMMUG00000014039","USP43"
"ENSMMUG00000022287","ASCC3"
"ENSMMUG00000007585","SH2D1A"
"ENSMMUG00000023470","GNAI1"
"ENSMMUG00000005791","PIK3R6"
"ENSMMUG00000049229","RN7SL87P"
"ENSMMUG00000011294","LSR"
"ENSMMUG00000009969","ZNF704"
"ENSMMUG00000058135","RNU6-1254P"
"ENSMMUG00000023767","NR2E1"
"ENSMMUG00000048263","GSX2"
"ENSMMUG00000033023","RNU6-1172P"
"ENSMMUG00000050222","SNORD114-3"
"ENSMMUG00000008757","SHF"
"ENSMMUG00000013338","VPS35L"
"ENSMMUG00000002746","TRAT1"
"ENSMMUG00000063579","BCL7B"
"ENSMMUG00000022874","HMSD"
"ENSMMUG00000065023","IGKV3-15"
"ENSMMUG00000065023","IGKV3-20"
"ENSMMUG00000065023","IGKV3D-20"
"ENSMMUG00000065023","IGKV3D-15"
"ENSMMUG00000052989","WBP1L"
"ENSMMUG00000009361","FAH"
"ENSMMUG00000019148","AC002094.3"
"ENSMMUG00000019148","VTN"
"ENSMMUG00000037555","SLFN13"
"ENSMMUG00000028941","LDHB"
"ENSMMUG00000003530","PPP2R3C"
"ENSMMUG00000014348","DMAC2"
"ENSMMUG00000002466","CCL14"
"ENSMMUG00000004228","COQ8B"
"ENSMMUG00000015891","CFAP20"
"ENSMMUG00000011062","METAP1"
"ENSMMUG00000008926","LAPTM4B"
"ENSMMUG00000000583","CADM2"
"ENSMMUG00000001308","VSTM2A"
"ENSMMUG00000021918","GOLGA4"
"ENSMMUG00000004577","VEGFA"
"ENSMMUG00000065026","AP1AR"
"ENSMMUG00000016108","MT4"
"ENSMMUG00000012609","ROBO2"
"ENSMMUG00000022853","PPP1R21"
"ENSMMUG00000000658","CDHR1"
"ENSMMUG00000018359","MIEF2"
"ENSMMUG00000010290","NUDC"
"ENSMMUG00000011966","RTN1"
"ENSMMUG00000041136","KRCC1"
"ENSMMUG00000006480","SLC22A13"
"ENSMMUG00000000769","NLRC5"
"ENSMMUG00000058345","F8A1"
"ENSMMUG00000058345","F8A2"
"ENSMMUG00000058345","F8A3"
"ENSMMUG00000018274","FRMD6"
"ENSMMUG00000017278","PPP1CA"
"ENSMMUG00000004475","MMP2"
"ENSMMUG00000061608","SNORD114-31"
"ENSMMUG00000014138","FOXJ3"
"ENSMMUG00000056592","RN7SL557P"
"ENSMMUG00000003218","MED21"
"ENSMMUG00000058886","Metazoa_SRP"
"ENSMMUG00000001510","KRT39"
"ENSMMUG00000005764","CNGA1"
"ENSMMUG00000059085","PRDM12"
"ENSMMUG00000055108","GTPBP3"
"ENSMMUG00000006795","DMGDH"
"ENSMMUG00000006118","THSD4"
"ENSMMUG00000010869","NUP160"
"ENSMMUG00000017023","TUT4"
"ENSMMUG00000058452","PF4"
"ENSMMUG00000000449","PARP10"
"ENSMMUG00000063694","CNGA2"
"ENSMMUG00000013555","ISM2"
"ENSMMUG00000010367","MYH11"
"ENSMMUG00000058704","RGS19"
"ENSMMUG00000015533","ZNF493"
"ENSMMUG00000002327","ROBO1"
"ENSMMUG00000050430","ISCA2"
"ENSMMUG00000003758","GTSF1"
"ENSMMUG00000021618","PALD1"
"ENSMMUG00000001409","CCDC187"
"ENSMMUG00000056059","RN7SL531P"
"ENSMMUG00000007899","GRAMD2B"
"ENSMMUG00000031896","KCTD6"
"ENSMMUG00000050584","CCDC51"
"ENSMMUG00000026882","MIR302C"
"ENSMMUG00000049868","TERB2"
"ENSMMUG00000009571","SHQ1"
"ENSMMUG00000029638","C15orf65"
"ENSMMUG00000033622","U3"
"ENSMMUG00000007397","LONP2"
"ENSMMUG00000004025","AL110118.1"
"ENSMMUG00000004025","UBR7"
"ENSMMUG00000038412","CYP4F11"
"ENSMMUG00000012096","IL12RB1"
"ENSMMUG00000032244","DNAJC16"
"ENSMMUG00000022717","ANP32D"
"ENSMMUG00000022717","ANP32A"
"ENSMMUG00000001492","KRT25"
"ENSMMUG00000007802","CENPT"
"ENSMMUG00000022203","PARP3"
"ENSMMUG00000032735","RNU6-198P"
"ENSMMUG00000016598","SEC63"
"ENSMMUG00000015041","CWC27"
"ENSMMUG00000060648","RNU6-549P"
"ENSMMUG00000017799","LRRC8A"
"ENSMMUG00000013439","SHLD2"
"ENSMMUG00000039702","RN7SL792P"
"ENSMMUG00000050678","RNU1-2"
"ENSMMUG00000059299","MS4A2"
"ENSMMUG00000009015","SLC10A3"
"ENSMMUG00000025487","Y_RNA"
"ENSMMUG00000020667","VPS28"
"ENSMMUG00000053860","FAM180B"
"ENSMMUG00000012992","NFE2"
"ENSMMUG00000019406","SNRNP40"
"ENSMMUG00000002121","ARMH4"
"ENSMMUG00000064667","RN7SL131P"
"ENSMMUG00000039622","RN7SL869P"
"ENSMMUG00000012174","CIC"
"ENSMMUG00000012156","ZCCHC17"
"ENSMMUG00000036965","RNU7-24P"
"ENSMMUG00000054196","TRIM16"
"ENSMMUG00000013524","TCN1"
"ENSMMUG00000044175","FOXO6"
"ENSMMUG00000021554","PHF12"
"ENSMMUG00000023431","NASP"
"ENSMMUG00000006429","ACTN4"
"ENSMMUG00000034822","RNU6-667P"
"ENSMMUG00000003872","RGL2"
"ENSMMUG00000012780","C3orf49"
"ENSMMUG00000014586","SREK1"
"ENSMMUG00000008703","MYOZ2"
"ENSMMUG00000047744","RN7SL788P"
"ENSMMUG00000047187","RNU6-600P"
"ENSMMUG00000047305","RN7SL418P"
"ENSMMUG00000059142","OR5AR1"
"ENSMMUG00000048661","LBHD2"
"ENSMMUG00000004290","NCOA7"
"ENSMMUG00000020550","MAP4K5"
"ENSMMUG00000059288","CISH"
"ENSMMUG00000018170","THEMIS2"
"ENSMMUG00000014658","NIN"
"ENSMMUG00000003015","TMEM254"
"ENSMMUG00000059393","RN7SL2"
"ENSMMUG00000003484","TECPR2"
"ENSMMUG00000017788","HOPX"
"ENSMMUG00000010577","RBM4B"
"ENSMMUG00000054660","RSPO2"
"ENSMMUG00000022685","HSP90AB1"
"ENSMMUG00000012933","MYO1E"
"ENSMMUG00000005961","KLHL10"
"ENSMMUG00000017669","SEPTIN6"
"ENSMMUG00000019802","FAM133B"
"ENSMMUG00000018681","IFFO1"
"ENSMMUG00000023891","AC004125.1"
"ENSMMUG00000003622","CCNP"
"ENSMMUG00000061074","SYCN"
"ENSMMUG00000015447","DPP8"
"ENSMMUG00000050077","SDHB"
"ENSMMUG00000009799","CARMIL2"
"ENSMMUG00000018110","MTA2"
"ENSMMUG00000005369","ZNF852"
"ENSMMUG00000058392","Y_RNA"
"ENSMMUG00000023592","KRT24"
"ENSMMUG00000047768","PLPP7"
"ENSMMUG00000048764","PNMA6F"
"ENSMMUG00000013712","CIZ1"
"ENSMMUG00000049250","RN7SL210P"
"ENSMMUG00000049250","RN7SL313P"
"ENSMMUG00000000988","IL36A"
"ENSMMUG00000010016","SEL1L"
"ENSMMUG00000007406","PCNX3"
"ENSMMUG00000020797","SHKBP1"
"ENSMMUG00000039015","C6orf141"
"ENSMMUG00000012114","USP3"
"ENSMMUG00000015767","CEP120"
"ENSMMUG00000001642","MNAT1"
"ENSMMUG00000021165","RHOBTB3"
"ENSMMUG00000011568","RAD54L"
"ENSMMUG00000017872","RIOX2"
"ENSMMUG00000003511","CLIC5"
"ENSMMUG00000009476","F8A1"
"ENSMMUG00000009476","F8A2"
"ENSMMUG00000009476","F8A3"
"ENSMMUG00000060691","Y_RNA"
"ENSMMUG00000001893","IL6ST"
"ENSMMUG00000007403","IL17A"
"ENSMMUG00000001360","AP3B1"
"ENSMMUG00000014197","DDHD1"
"ENSMMUG00000052659","AL354761.1"
"ENSMMUG00000009454","CES1"
"ENSMMUG00000052157","RNU6-159P"
"ENSMMUG00000004822","MS4A5"
"ENSMMUG00000056470","CD5"
"ENSMMUG00000022777","FRMD5"
"ENSMMUG00000024070","RNU6-1300P"
"ENSMMUG00000013501","CD68"
"ENSMMUG00000038217","RN7SL659P"
"ENSMMUG00000029592","SMAP1"
"ENSMMUG00000027748","U8"
"ENSMMUG00000026414","SNORD113-5"
"ENSMMUG00000026085","SNORD58B"
"ENSMMUG00000056767","GOLGA6L10"
"ENSMMUG00000056767","GOLGA6L9"
"ENSMMUG00000026549","SNORD114-13"
"ENSMMUG00000045757","TCIM"
"ENSMMUG00000032121","ZYG11A"
"ENSMMUG00000008876","MRPL11"
"ENSMMUG00000018773","TM7SF2"
"ENSMMUG00000003799","FNBP1"
"ENSMMUG00000023533","SERINC5"
"ENSMMUG00000009075","PPP6R2"
"ENSMMUG00000009788","TUBA1C"
"ENSMMUG00000009622","GPC3"
"ENSMMUG00000025555","RNVU1-33"
"ENSMMUG00000015158","SLC6A9"
"ENSMMUG00000014574","PCDHB1"
"ENSMMUG00000001531","LRIG1"
"ENSMMUG00000036267","SNORD112"
"ENSMMUG00000013397","PRDX5"
"ENSMMUG00000021678","PCLO"
"ENSMMUG00000028464","VTRNA1-3"
"ENSMMUG00000027468","RNU5F-1"
"ENSMMUG00000020580","RPGRIP1L"
"ENSMMUG00000018402","MAP11"
"ENSMMUG00000008100","IRF1"
"ENSMMUG00000065015","Metazoa_SRP"
"ENSMMUG00000025148","SNORA55"
"ENSMMUG00000034426","RNU2-43P"
"ENSMMUG00000015089","VNN1"
"ENSMMUG00000020312","TMPRSS11F"
"ENSMMUG00000050828","SMPD2"
"ENSMMUG00000053505","RNU6-330P"
"ENSMMUG00000008873","PCGF6"
"ENSMMUG00000018776","FAU"
"ENSMMUG00000028305","RNU6-996P"
"ENSMMUG00000000006","NEURL3"
"ENSMMUG00000000507","STMN2"
"ENSMMUG00000019260","EMC2"
"ENSMMUG00000018754","AL355987.1"
"ENSMMUG00000018754","LCN6"
"ENSMMUG00000017758","MAPK3"
"ENSMMUG00000004612","TTC8"
"ENSMMUG00000010084","KHDC3L"
"ENSMMUG00000004329","SLC1A2"
"ENSMMUG00000013901","MAP4K3"
"ENSMMUG00000001209","ARSK"
"ENSMMUG00000020733","CMYA5"
"ENSMMUG00000058260","MT1F"
"ENSMMUG00000022772","POM121"
"ENSMMUG00000022772","POM121C"
"ENSMMUG00000021984","CT45A1"
"ENSMMUG00000021984","CT45A3"
"ENSMMUG00000021984","CT45A5"
"ENSMMUG00000021984","CT45A6"
"ENSMMUG00000021984","CT45A2"
"ENSMMUG00000021984","CT45A7"
"ENSMMUG00000021984","CT45A8"
"ENSMMUG00000021984","CT45A9"
"ENSMMUG00000021984","CT45A10"
"ENSMMUG00000004921","RBM5"
"ENSMMUG00000016246","CHMP2B"
"ENSMMUG00000040409","COX7C"
"ENSMMUG00000019203","TVP23C"
"ENSMMUG00000014956","OR4A5"
"ENSMMUG00000013309","DERA"
"ENSMMUG00000011316","TTC6"
"ENSMMUG00000041138","ZFP90"
"ENSMMUG00000013146","CLDN2"
"ENSMMUG00000013685","BBS4"
"ENSMMUG00000017254","CPAMD8"
"ENSMMUG00000018258","PTGES2"
"ENSMMUG00000008690","SAMD8"
"ENSMMUG00000018024","CHST8"
"ENSMMUG00000051879","CLIP3"
"ENSMMUG00000017028","SLC35A1"
"ENSMMUG00000016637","SNTB2"
"ENSMMUG00000016351","DPF3"
"ENSMMUG00000023174","DNAAF6"
"ENSMMUG00000055103","TAS2R7"
"ENSMMUG00000030824","COMMD1"
"ENSMMUG00000023495","RALGPS1"
"ENSMMUG00000045526","RN7SL442P"
"ENSMMUG00000001837","STRA6"
"ENSMMUG00000020980","UBA7"
"ENSMMUG00000022524","ABLIM1"
"ENSMMUG00000008166","DNAH2"
"ENSMMUG00000014133","RCOR2"
"ENSMMUG00000009319","TMEM161B"
"ENSMMUG00000016243","AEBP2"
"ENSMMUG00000002694","KRTDAP"
"ENSMMUG00000011126","DBI"
"ENSMMUG00000060241","SNORD114-18"
"ENSMMUG00000053488","SMIM19"
"ENSMMUG00000013392","NECAB1"
"ENSMMUG00000023780","IFI27"
"ENSMMUG00000013143","RASL10B"
"ENSMMUG00000037239","RNU6-1110P"
"ENSMMUG00000023597","ARSJ"
"ENSMMUG00000029933","RSL24D1"
"ENSMMUG00000013717","DNM1"
"ENSMMUG00000000653","STMN1"
"ENSMMUG00000036061","RNU7-34P"
"ENSMMUG00000054255","STPG1"
"ENSMMUG00000061723","CT47B1"
"ENSMMUG00000061723","CT47A12"
"ENSMMUG00000061723","CT47A11"
"ENSMMUG00000061723","CT47A10"
"ENSMMUG00000061723","CT47A9"
"ENSMMUG00000061723","CT47A8"
"ENSMMUG00000061723","CT47A7"
"ENSMMUG00000061723","CT47A6"
"ENSMMUG00000061723","CT47A5"
"ENSMMUG00000061723","CT47A4"
"ENSMMUG00000061723","CT47A3"
"ENSMMUG00000061723","CT47A2"
"ENSMMUG00000061723","CT47A1"
"ENSMMUG00000019146","POLDIP2"
"ENSMMUG00000014346","AC011462.1"
"ENSMMUG00000014346","BCKDHA"
"ENSMMUG00000016103","IMP3"
"ENSMMUG00000045878","TEX13C"
"ENSMMUG00000048121","PRDM13"
"ENSMMUG00000064317","KRT31"
"ENSMMUG00000055351","Metazoa_SRP"
"ENSMMUG00000005561","TMEM67"
"ENSMMUG00000024353","SNORD18C"
"ENSMMUG00000006229","ACOX2"
"ENSMMUG00000019901","SEPTIN11"
"ENSMMUG00000062394","CCR2"
"ENSMMUG00000007460","VCPKMT"
"ENSMMUG00000010811","MAP4K4"
"ENSMMUG00000005140","ZFYVE1"
"ENSMMUG00000016870","FBXW9"
"ENSMMUG00000015442","STXBP6"
"ENSMMUG00000008417","UQCRFS1"
"ENSMMUG00000006747","POLL"
"ENSMMUG00000026131","AC104212.1"
"ENSMMUG00000061726","Metazoa_SRP"
"ENSMMUG00000002661","KIFC2"
"ENSMMUG00000019143","IFT20"
"ENSMMUG00000014343","LIPJ"
"ENSMMUG00000001233","IPO11"
"ENSMMUG00000054987","NDUFAF2"
"ENSMMUG00000011968","DHRS7C"
"ENSMMUG00000019392","PTP4A3"
"ENSMMUG00000057739","ARL6IP1"
"ENSMMUG00000016106","SNX33"
"ENSMMUG00000053499","FUNDC2"
"ENSMMUG00000044500","HYAL3"
"ENSMMUG00000048268","RNU6-548P"
"ENSMMUG00000010428","SLIT1"
"ENSMMUG00000023909","SNORA70"
"ENSMMUG00000054310","KCNG3"
"ENSMMUG00000053773","HEY2"
"ENSMMUG00000037309","RNU6-122P"
"ENSMMUG00000017971","NACC1"
"ENSMMUG00000015355","RSPO3"
"ENSMMUG00000005177","PLK2"
"ENSMMUG00000054582","SNORD114-29"
"ENSMMUG00000004226","ACSM1"
"ENSMMUG00000003877","KANSL2"
"ENSMMUG00000013924","USHBP1"
"ENSMMUG00000003971","CDC42BPG"
"ENSMMUG00000041988","TMEM250"
"ENSMMUG00000050875","ALKBH4"
"ENSMMUG00000021072","CEP162"
"ENSMMUG00000008212","TNMD"
"ENSMMUG00000017319","ZCRB1"
"ENSMMUG00000001820","RGS6"
"ENSMMUG00000014082","ZSCAN21"
"ENSMMUG00000021134","RC3H2"
"ENSMMUG00000018288","PDZD9"
"ENSMMUG00000021976","MTCH1"
"ENSMMUG00000000205","TMEM117"
"ENSMMUG00000014730","IP6K2"
"ENSMMUG00000013655","DNM1L"
"ENSMMUG00000009273","GNPDA2"
"ENSMMUG00000003379","L1CAM"
"ENSMMUG00000060845","FBXO48"
"ENSMMUG00000038163","RN7SL208P"
"ENSMMUG00000018142","CCNB1"
"ENSMMUG00000005619","NISCH"
"ENSMMUG00000024314","SNORA73B"
"ENSMMUG00000017911","LARP7"
"ENSMMUG00000003840","LAT2"
"ENSMMUG00000017627","BTAF1"
"ENSMMUG00000023186","CXCL13"
"ENSMMUG00000040893","SNORA50A"
"ENSMMUG00000005829","BST2"
"ENSMMUG00000013460","RAB8B"
"ENSMMUG00000063200","RN7SL663P"
"ENSMMUG00000003162","AC007192.1"
"ENSMMUG00000003162","PIK3R2"
"ENSMMUG00000030060","FBXL20"
"ENSMMUG00000015270","RPS8"
"ENSMMUG00000005327","GRAPL"
"ENSMMUG00000021815","SMIM15"
"ENSMMUG00000001610","ATP13A2"
"ENSMMUG00000051709","Y_RNA"
"ENSMMUG00000010977","TCEA3"
"ENSMMUG00000022802","NPHP1"
"ENSMMUG00000053458","ORMDL2"
"ENSMMUG00000009028","CCDC73"
"ENSMMUG00000016810","PAX6"
"ENSMMUG00000025257","SNORA46"
"ENSMMUG00000009254","EIF2AK3"
"ENSMMUG00000026981","EGFL7"
"ENSMMUG00000015843","TMEM248"
"ENSMMUG00000057240","TAF7"
"ENSMMUG00000004677","AGTRAP"
"ENSMMUG00000007392","VSTM2B"
"ENSMMUG00000005463","BRD3"
"ENSMMUG00000000683","KCNG1"
"ENSMMUG00000015692","DRC7"
"ENSMMUG00000008575","TRPM7"
"ENSMMUG00000019740","ZDHHC3"
"ENSMMUG00000011373","PLEKHF1"
"ENSMMUG00000009971","CHGA"
"ENSMMUG00000053803","RNU6-242P"
"ENSMMUG00000014855","RBFA"
"ENSMMUG00000027919","RNU6-920P"
"ENSMMUG00000036467","RNU6-469P"
"ENSMMUG00000060314","TRADD"
"ENSMMUG00000035177","RNU4-33P"
"ENSMMUG00000000145","PDPN"
"ENSMMUG00000005466","SPOCD1"
"ENSMMUG00000006154","TWF1"
"ENSMMUG00000023324","PWWP3B"
"ENSMMUG00000063177","STARD4"
"ENSMMUG00000001497","KRT27"
"ENSMMUG00000032661","MIR670"
"ENSMMUG00000012592","ME1"
"ENSMMUG00000022712","YBX2"
"ENSMMUG00000019460","ANKRD34B"
"ENSMMUG00000015609","ZNF280C"
"ENSMMUG00000054552","TAS2R14"
"ENSMMUG00000037655","Y_RNA"
"ENSMMUG00000004755","CDC6"
"ENSMMUG00000014008","POLR2B"
"ENSMMUG00000029186","EXOC3L4"
"ENSMMUG00000009840","FAM227B"
"ENSMMUG00000023835","RNU6-616P"
"ENSMMUG00000008011","PON1"
"ENSMMUG00000033284","MIR609"
"ENSMMUG00000019704","WDR62"
"ENSMMUG00000015156","CCDC24"
"ENSMMUG00000046622","AC009690.1"
"ENSMMUG00000046622","HEXA"
"ENSMMUG00000046788","RN7SL841P"
"ENSMMUG00000057615","RNU7-40P"
"ENSMMUG00000007856","AUNIP"
"ENSMMUG00000015032","ACTR3"
"ENSMMUG00000040046","REG1A"
"ENSMMUG00000008878","PEX16"
"ENSMMUG00000023945","Y_RNA"
"ENSMMUG00000053857","CT55"
"ENSMMUG00000024155","RNU6-957P"
"ENSMMUG00000019883","RBM20"
"ENSMMUG00000009786","CCL1"
"ENSMMUG00000057069","SNORA15"
"ENSMMUG00000012242","ANP32B"
"ENSMMUG00000015780","UBE3D"
"ENSMMUG00000016689","CCNJ"
"ENSMMUG00000031631","PIP5KL1"
"ENSMMUG00000016187","SYBU"
"ENSMMUG00000050751","RNU6-364P"
"ENSMMUG00000045417","RNU6-437P"
"ENSMMUG00000003569","ARRDC3"
"ENSMMUG00000039774","RN7SL146P"
"ENSMMUG00000057204","RN7SL822P"
"ENSMMUG00000025392","RNU6-90P"
"ENSMMUG00000001910","HSPB7"
"ENSMMUG00000024935","Y_RNA"
"ENSMMUG00000020745","ZNF831"
"ENSMMUG00000056992","ZFAND6"
"ENSMMUG00000016235","VDAC1"
"ENSMMUG00000039522","F2R"
"ENSMMUG00000000914","CCNG2"
"ENSMMUG00000015153","CSAD"
"ENSMMUG00000003090","HMX3"
"ENSMMUG00000007721","ZFPM2"
"ENSMMUG00000058338","SCGB1D4"
"ENSMMUG00000018778","MRPL49"
"ENSMMUG00000003671","LHX2"
"ENSMMUG00000020465","PPP2R2B"
"ENSMMUG00000004604","ZSWIM8"
"ENSMMUG00000026773","Y_RNA"
"ENSMMUG00000007482","RPAP3"
"ENSMMUG00000005880","GPI"
"ENSMMUG00000005919","NOMO1"
"ENSMMUG00000005919","NOMO3"
"ENSMMUG00000005919","NOMO2"
"ENSMMUG00000022191","LVRN"
"ENSMMUG00000011789","HHEX"
"ENSMMUG00000062702","AC023055.1"
"ENSMMUG00000062702","DNAJC14"
"ENSMMUG00000010640","ERLEC1"
"ENSMMUG00000027466","Y_RNA"
"ENSMMUG00000037135","RNU6-658P"
"ENSMMUG00000013452","CNPY4"
"ENSMMUG00000012697","ARID1A"
"ENSMMUG00000064465","CHRNA4"
"ENSMMUG00000055744","ZNF691"
"ENSMMUG00000031947","RPL35"
"ENSMMUG00000010904","MAP2K3"
"ENSMMUG00000016491","DPEP2"
"ENSMMUG00000008365","CNEP1R1"
"ENSMMUG00000052045","Metazoa_SRP"
"ENSMMUG00000020066","MCF2"
"ENSMMUG00000014614","LDHAL6A"
"ENSMMUG00000008752","DUOX1"
"ENSMMUG00000038421","RN7SL107P"
"ENSMMUG00000003225","BCL7C"
"ENSMMUG00000011834","THAP5"
"ENSMMUG00000033180","AC090821.1"
"ENSMMUG00000007601","CENPI"
"ENSMMUG00000023762","COX15"
"ENSMMUG00000015909","TEAD3"
"ENSMMUG00000013345","AC055811.2"
"ENSMMUG00000013345","FLCN"
"ENSMMUG00000011798","EIF3CL"
"ENSMMUG00000011798","EIF3C"
"ENSMMUG00000014824","SIX3"
"ENSMMUG00000023210","SBSPON"
"ENSMMUG00000018551","ANGEL1"
"ENSMMUG00000004871","MEA1"
"ENSMMUG00000000983","ALDOA"
"ENSMMUG00000008526","ASF1A"
"ENSMMUG00000047763","RN7SL632P"
"ENSMMUG00000015597","ACP2"
"ENSMMUG00000026681","SNORD3H"
"ENSMMUG00000049462","RNU6-1229P"
"ENSMMUG00000049462","RNU6-973P"
"ENSMMUG00000044796","PEX2"
"ENSMMUG00000011566","ARNT2"
"ENSMMUG00000015992","B4GAT1"
"ENSMMUG00000020063","C1orf167"
"ENSMMUG00000003783","PTPN9"
"ENSMMUG00000046702","MAGEA8"
"ENSMMUG00000033522","MIR934"
"ENSMMUG00000037814","RNU7-174P"
"ENSMMUG00000006315","ABHD6"
"ENSMMUG00000024307","RNU4-50P"
"ENSMMUG00000002263","ACTR2"
"ENSMMUG00000001357","TSPAN11"
"ENSMMUG00000004917","PLXDC1"
"ENSMMUG00000062571","STX3"
"ENSMMUG00000022555","GALNT17"
"ENSMMUG00000001859","GJB5"
"ENSMMUG00000009180","THAP6"
"ENSMMUG00000062872","OR1S2"
"ENSMMUG00000062872","OR1S1"
"ENSMMUG00000052693","CD226"
"ENSMMUG00000037874","RN7SL246P"
"ENSMMUG00000016157","COX10"
"ENSMMUG00000010785","TMEM243"
"ENSMMUG00000010078","SLC2A13"
"ENSMMUG00000014711","RBP4"
"ENSMMUG00000048466","PGC"
"ENSMMUG00000010226","MXD1"
"ENSMMUG00000009821","LRRC36"
"ENSMMUG00000007883","RIPOR3"
"ENSMMUG00000042926","VBP1"
"ENSMMUG00000052696","DDX46"
"ENSMMUG00000011759","SH3GLB2"
"ENSMMUG00000033090","RNU6-740P"
"ENSMMUG00000005850","WDR31"
"ENSMMUG00000055593","GPR63"
"ENSMMUG00000058487","B3GAT2"
"ENSMMUG00000005371","C1orf122"
"ENSMMUG00000060237","RNU6-1181P"
"ENSMMUG00000000974","MSH2"
"ENSMMUG00000018456","PBX2"
"ENSMMUG00000015324","SLK"
"ENSMMUG00000056183","HLA-DPA1"
"ENSMMUG00000053283","Y_RNA"
"ENSMMUG00000004275","TMEM232"
"ENSMMUG00000062416","PNMT"
"ENSMMUG00000003611","LDLR"
"ENSMMUG00000002867","TFAP2D"
"ENSMMUG00000033225","AC092630.1"
"ENSMMUG00000040510","FOXD1"
"ENSMMUG00000013482","PAN2"
"ENSMMUG00000011668","KLC4"
"ENSMMUG00000007135","WDR20"
"ENSMMUG00000016641","UBE2B"
"ENSMMUG00000015835","ZNF829"
"ENSMMUG00000010329","SH2B2"
"ENSMMUG00000008628","LMOD3"
"ENSMMUG00000028766","LGALS4"
