"SampleID","score","library name","title","organism","tissue","molecule","single or paired-end","instrument model","id","Pitt_id","vax_group","vax_dose","dose","TimeafterBCG","total_Mtb_CFU","log_Mtb_CFU","grans_nx","protect_status","processed data file","raw file","raw file 2","moduleID","norm_score"
"DFVJ_1",5.72119274888581,"DFVJ_1","DFVJ ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFVJ",35616,"ID","3.50E+05","low","pre",19330,4.286,22,"not_protected","bcg_routecohort_processed.txt","DFVJ_1_read1.fastq.gz","DFVJ_1_read2.fastq.gz","M4",0
"DFVJ_2",5.78308554032176,"DFVJ_2","DFVJ ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFVJ",35616,"ID","3.50E+05","low","d2",19330,4.286,22,"not_protected","bcg_routecohort_processed.txt","DFVJ_2_read1.fastq.gz","DFVJ_2_read2.fastq.gz","M4",0.0618927914359491
"DFVJ_3",6.14728714413684,"DFVJ_3","DFVJ ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFVJ",35616,"ID","3.50E+05","low","wk2",19330,4.286,22,"not_protected","bcg_routecohort_processed.txt","DFVJ_3_read1.fastq.gz","DFVJ_3_read2.fastq.gz","M4",0.426094395251035
"DFVJ_4",6.03160443766291,"DFVJ_4","DFVJ ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFVJ",35616,"ID","3.50E+05","low","wk12",19330,4.286,22,"not_protected","bcg_routecohort_processed.txt","DFVJ_4_read1.fastq.gz","DFVJ_4_read2.fastq.gz","M4",0.310411688777099
"DFWG_101",5.81698309609171,"DFWG_101","DFWG ID/AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFWG",13817,"ID/AE","3.7E+07 / 3.1E+05","high","pre",1123268,6.05,60,"not_protected","bcg_routecohort_processed.txt","DFWG_101_read1.fastq.gz","DFWG_101_read2.fastq.gz","M4",0
"DFWG_102",6.08417765622471,"DFWG_102","DFWG ID/AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFWG",13817,"ID/AE","3.7E+07 / 3.1E+05","high","d2",1123268,6.05,60,"not_protected","bcg_routecohort_processed.txt","DFWG_102_read1.fastq.gz","DFWG_102_read2.fastq.gz","M4",0.267194560132999
"DFWG_103",6.17260209022704,"DFWG_103","DFWG ID/AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFWG",13817,"ID/AE","3.7E+07 / 3.1E+05","high","wk2",1123268,6.05,60,"not_protected","bcg_routecohort_processed.txt","DFWG_103_read1.fastq.gz","DFWG_103_read2.fastq.gz","M4",0.35561899413533
"DFWG_104",6.17226757780511,"DFWG_104","DFWG ID/AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFWG",13817,"ID/AE","3.7E+07 / 3.1E+05","high","wk12",1123268,6.05,60,"not_protected","bcg_routecohort_processed.txt","DFWG_104_read1.fastq.gz","DFWG_104_read2.fastq.gz","M4",0.355284481713404
"DFX6_5",5.81196344043898,"DFX6_5","DFX6 AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFX6",35016,"AE","5.20E+07","high","pre",697082,5.843,17,"not_protected","bcg_routecohort_processed.txt","DFX6_5_read1.fastq.gz","DFX6_5_read2.fastq.gz","M4",0
"DFX6_6",5.73494212678194,"DFX6_6","DFX6 AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFX6",35016,"AE","5.20E+07","high","d2",697082,5.843,17,"not_protected","bcg_routecohort_processed.txt","DFX6_6_read1.fastq.gz","DFX6_6_read2.fastq.gz","M4",-0.0770213136570401
"DFX6_7",5.98947156756362,"DFX6_7","DFX6 AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFX6",35016,"AE","5.20E+07","high","wk2",697082,5.843,17,"not_protected","bcg_routecohort_processed.txt","DFX6_7_read1.fastq.gz","DFX6_7_read2.fastq.gz","M4",0.177508127124646
"DFX6_8",5.92069673024869,"DFX6_8","DFX6 AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFX6",35016,"AE","5.20E+07","high","wk12",697082,5.843,17,"not_protected","bcg_routecohort_processed.txt","DFX6_8_read1.fastq.gz","DFX6_8_read2.fastq.gz","M4",0.10873328980971
"DFXH_25",5.77365565422091,"DFXH_25","DFXH ID/AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXH",36916,"ID/AE","5.2E+07 / 3.5E+05","high","pre",86330,4.936,19,"not_protected","bcg_routecohort_processed.txt","DFXH_25_read1.fastq.gz","DFXH_25_read2.fastq.gz","M4",0
"DFXH_26",5.76572295604635,"DFXH_26","DFXH ID/AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXH",36916,"ID/AE","5.2E+07 / 3.5E+05","high","d2",86330,4.936,19,"not_protected","bcg_routecohort_processed.txt","DFXH_26_read1.fastq.gz","DFXH_26_read2.fastq.gz","M4",-0.00793269817456199
"DFXH_27",6.14803966382663,"DFXH_27","DFXH ID/AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXH",36916,"ID/AE","5.2E+07 / 3.5E+05","high","wk2",86330,4.936,19,"not_protected","bcg_routecohort_processed.txt","DFXH_27_read1.fastq.gz","DFXH_27_read2.fastq.gz","M4",0.37438400960572
"DFXH_28",5.99000335356643,"DFXH_28","DFXH ID/AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXH",36916,"ID/AE","5.2E+07 / 3.5E+05","high","wk12",86330,4.936,19,"not_protected","bcg_routecohort_processed.txt","DFXH_28_read1.fastq.gz","DFXH_28_read2.fastq.gz","M4",0.216347699345512
"DFXL_17",5.71044034511143,"DFXL_17","DFXL ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXL",35916,"ID","3.50E+05","low","pre",37530,4.574,22,"not_protected","bcg_routecohort_processed.txt","DFXL_17_read1.fastq.gz","DFXL_17_read2.fastq.gz","M4",0
"DFXL_18",5.7980067398383,"DFXL_18","DFXL ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXL",35916,"ID","3.50E+05","low","d2",37530,4.574,22,"not_protected","bcg_routecohort_processed.txt","DFXL_18_read1.fastq.gz","DFXL_18_read2.fastq.gz","M4",0.0875663947268714
"DFXL_19",5.89722649803608,"DFXL_19","DFXL ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXL",35916,"ID","3.50E+05","low","wk2",37530,4.574,22,"not_protected","bcg_routecohort_processed.txt","DFXL_19_read1.fastq.gz","DFXL_19_read2.fastq.gz","M4",0.186786152924645
"DFXL_20",5.75644025301675,"DFXL_20","DFXL ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXL",35916,"ID","3.50E+05","low","wk12",37530,4.574,22,"not_protected","bcg_routecohort_processed.txt","DFXL_20_read1.fastq.gz","DFXL_20_read2.fastq.gz","M4",0.0459999079053164
"DFZ4_93",5.98700582730767,"DFZ4_93","DFZ4 ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFZ4",12717,"ID","3.10E+05","low","pre",116495,5.066,22,"not_protected","bcg_routecohort_processed.txt","DFZ4_93_read1.fastq.gz","DFZ4_93_read2.fastq.gz","M4",0
"DFZ4_94",5.51511782005238,"DFZ4_94","DFZ4 ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFZ4",12717,"ID","3.10E+05","low","d2",116495,5.066,22,"not_protected","bcg_routecohort_processed.txt","DFZ4_94_read1.fastq.gz","DFZ4_94_read2.fastq.gz","M4",-0.471888007255282
"DFZ4_95",5.27142523152039,"DFZ4_95","DFZ4 ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFZ4",12717,"ID","3.10E+05","low","wk2",116495,5.066,22,"not_protected","bcg_routecohort_processed.txt","DFZ4_95_read1.fastq.gz","DFZ4_95_read2.fastq.gz","M4",-0.715580595787278
"DFZ4_96",5.97705029404756,"DFZ4_96","DFZ4 ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFZ4",12717,"ID","3.10E+05","low","wk12",116495,5.066,22,"not_protected","bcg_routecohort_processed.txt","DFZ4_96_read1.fastq.gz","DFZ4_96_read2.fastq.gz","M4",-0.00995553326010956
"DG02_125",5.7523072817763,"DG02_125","DG02 HD-ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG02",18517,"HD-ID","2.90E+07","high","pre",60880,4.784,20,"not_protected","bcg_routecohort_processed.txt","DG02_125_read1.fastq.gz","DG02_125_read2.fastq.gz","M4",0
"DG02_126",5.89609573235439,"DG02_126","DG02 HD-ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG02",18517,"HD-ID","2.90E+07","high","d2",60880,4.784,20,"not_protected","bcg_routecohort_processed.txt","DG02_126_read1.fastq.gz","DG02_126_read2.fastq.gz","M4",0.143788450578089
"DG02_127",6.04235154280166,"DG02_127","DG02 HD-ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG02",18517,"HD-ID","2.90E+07","high","wk2",60880,4.784,20,"not_protected","bcg_routecohort_processed.txt","DG02_127_read1.fastq.gz","DG02_127_read2.fastq.gz","M4",0.29004426102536
"DG02_128",5.92993374581256,"DG02_128","DG02 HD-ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG02",18517,"HD-ID","2.90E+07","high","wk12",60880,4.784,20,"not_protected","bcg_routecohort_processed.txt","DG02_128_read1.fastq.gz","DG02_128_read2.fastq.gz","M4",0.177626464036253
"DG05_10",5.79081427082446,"DG05_10","DG05 ID/AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG05",36516,"ID/AE","5.2E+07 / 3.5E+05","high","d2",310350,5.492,26,"not_protected","bcg_routecohort_processed.txt","DG05_10_read1.fastq.gz","DG05_10_read2.fastq.gz","M4",-0.108051342289142
"DG05_11",5.94249954933221,"DG05_11","DG05 ID/AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG05",36516,"ID/AE","5.2E+07 / 3.5E+05","high","wk2",310350,5.492,26,"not_protected","bcg_routecohort_processed.txt","DG05_11_read1.fastq.gz","DG05_11_read2.fastq.gz","M4",0.0436339362186038
"DG05_12",6.07775083470896,"DG05_12","DG05 ID/AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG05",36516,"ID/AE","5.2E+07 / 3.5E+05","high","wk12",310350,5.492,26,"not_protected","bcg_routecohort_processed.txt","DG05_12_read1.fastq.gz","DG05_12_read2.fastq.gz","M4",0.178885221595355
"DG05_9",5.89886561311361,"DG05_9","DG05 ID/AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG05",36516,"ID/AE","5.2E+07 / 3.5E+05","high","pre",310350,5.492,26,"not_protected","bcg_routecohort_processed.txt","DG05_9_read1.fastq.gz","DG05_9_read2.fastq.gz","M4",0
"DG49_137",6.07645107802424,"DG49_137","DG49 HD-ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG49",18717,"HD-ID","2.90E+07","high","pre",185198,5.268,10,"not_protected","bcg_routecohort_processed.txt","DG49_137_read1.fastq.gz","DG49_137_read2.fastq.gz","M4",0
"DG49_138",5.75220812440193,"DG49_138","DG49 HD-ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG49",18717,"HD-ID","2.90E+07","high","d2",185198,5.268,10,"not_protected","bcg_routecohort_processed.txt","DG49_138_read1.fastq.gz","DG49_138_read2.fastq.gz","M4",-0.32424295362231
"DG49_139",6.13429858274738,"DG49_139","DG49 HD-ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG49",18717,"HD-ID","2.90E+07","high","wk2",185198,5.268,10,"not_protected","bcg_routecohort_processed.txt","DG49_139_read1.fastq.gz","DG49_139_read2.fastq.gz","M4",0.0578475047231395
"DG49_140",6.07829727585434,"DG49_140","DG49 HD-ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG49",18717,"HD-ID","2.90E+07","high","wk12",185198,5.268,10,"not_protected","bcg_routecohort_processed.txt","DG49_140_read1.fastq.gz","DG49_140_read2.fastq.gz","M4",0.00184619783010476
"DG75_105",5.84480440539733,"DG75_105","DG75 IV pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG75",12517,"IV","3.70E+07","high","pre",0,0,0,"protected","bcg_routecohort_processed.txt","DG75_105_read1.fastq.gz","DG75_105_read2.fastq.gz","M4",0
"DG75_106",5.67672443687078,"DG75_106","DG75 IV d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG75",12517,"IV","3.70E+07","high","d2",0,0,0,"protected","bcg_routecohort_processed.txt","DG75_106_read1.fastq.gz","DG75_106_read2.fastq.gz","M4",-0.168079968526545
"DG75_107",6.42596180700567,"DG75_107","DG75 IV wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG75",12517,"IV","3.70E+07","high","wk2",0,0,0,"protected","bcg_routecohort_processed.txt","DG75_107_read1.fastq.gz","DG75_107_read2.fastq.gz","M4",0.581157401608341
"DG75_108",6.06059797992169,"DG75_108","DG75 IV wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG75",12517,"IV","3.70E+07","high","wk12",0,0,0,"protected","bcg_routecohort_processed.txt","DG75_108_read1.fastq.gz","DG75_108_read2.fastq.gz","M4",0.215793574524366
"DG82_81",5.64176062040018,"DG82_81","DG82 ID/AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG82",13917,"ID/AE","3.7E+07 / 3.1E+05","high","pre",11395,4.057,17,"not_protected","bcg_routecohort_processed.txt","DG82_81_read1.fastq.gz","DG82_81_read2.fastq.gz","M4",0
"DG82_82",5.37612228560298,"DG82_82","DG82 ID/AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG82",13917,"ID/AE","3.7E+07 / 3.1E+05","high","d2",11395,4.057,17,"not_protected","bcg_routecohort_processed.txt","DG82_82_read1.fastq.gz","DG82_82_read2.fastq.gz","M4",-0.265638334797203
"DG82_83",5.97093819705859,"DG82_83","DG82 ID/AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG82",13917,"ID/AE","3.7E+07 / 3.1E+05","high","wk2",11395,4.057,17,"not_protected","bcg_routecohort_processed.txt","DG82_83_read1.fastq.gz","DG82_83_read2.fastq.gz","M4",0.329177576658405
"DG82_84",5.72610398952079,"DG82_84","DG82 ID/AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG82",13917,"ID/AE","3.7E+07 / 3.1E+05","high","wk12",11395,4.057,17,"not_protected","bcg_routecohort_processed.txt","DG82_84_read1.fastq.gz","DG82_84_read2.fastq.gz","M4",0.0843433691206101
"DJF9_29",5.6358489170628,"DJF9_29","DJF9 IV pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DJF9",36316,"IV","5.20E+07","high","pre",45,1.663,3,"protected","bcg_routecohort_processed.txt","DJF9_29_read1.fastq.gz","DJF9_29_read2.fastq.gz","M4",0
"DJF9_30",5.70956643267811,"DJF9_30","DJF9 IV d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DJF9",36316,"IV","5.20E+07","high","d2",45,1.663,3,"protected","bcg_routecohort_processed.txt","DJF9_30_read1.fastq.gz","DJF9_30_read2.fastq.gz","M4",0.0737175156153045
"DJF9_31",6.45460023054128,"DJF9_31","DJF9 IV wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DJF9",36316,"IV","5.20E+07","high","wk2",45,1.663,3,"protected","bcg_routecohort_processed.txt","DJF9_31_read1.fastq.gz","DJF9_31_read2.fastq.gz","M4",0.818751313478477
"DJF9_32",5.89681930638958,"DJF9_32","DJF9 IV wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DJF9",36316,"IV","5.20E+07","high","wk12",45,1.663,3,"protected","bcg_routecohort_processed.txt","DJF9_32_read1.fastq.gz","DJF9_32_read2.fastq.gz","M4",0.260970389326775
"HBN_41",5.94518789098006,"HBN_41","HBN ID/AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HBN",12817,"ID/AE","3.7E+07 / 3.1E+05","high","pre",315270,5.499,36,"not_protected","bcg_routecohort_processed.txt","HBN_41_read1.fastq.gz","HBN_41_read2.fastq.gz","M4",0
"HBN_42",5.99472002363416,"HBN_42","HBN ID/AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HBN",12817,"ID/AE","3.7E+07 / 3.1E+05","high","d2",315270,5.499,36,"not_protected","bcg_routecohort_processed.txt","HBN_42_read1.fastq.gz","HBN_42_read2.fastq.gz","M4",0.0495321326541012
"HBN_43",6.11876992169399,"HBN_43","HBN ID/AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HBN",12817,"ID/AE","3.7E+07 / 3.1E+05","high","wk2",315270,5.499,36,"not_protected","bcg_routecohort_processed.txt","HBN_43_read1.fastq.gz","HBN_43_read2.fastq.gz","M4",0.173582030713931
"HBN_44",6.07548856936403,"HBN_44","HBN ID/AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HBN",12817,"ID/AE","3.7E+07 / 3.1E+05","high","wk12",315270,5.499,36,"not_protected","bcg_routecohort_processed.txt","HBN_44_read1.fastq.gz","HBN_44_read2.fastq.gz","M4",0.130300678383971
"HCA_77",5.70123104245981,"HCA_77","HCA AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCA",14017,"AE","3.70E+07","high","pre",187339,5.273,43,"not_protected","bcg_routecohort_processed.txt","HCA_77_read1.fastq.gz","HCA_77_read2.fastq.gz","M4",0
"HCA_78",5.74370981447371,"HCA_78","HCA AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCA",14017,"AE","3.70E+07","high","d2",187339,5.273,43,"not_protected","bcg_routecohort_processed.txt","HCA_78_read1.fastq.gz","HCA_78_read2.fastq.gz","M4",0.0424787720139053
"HCA_79",5.90264734090349,"HCA_79","HCA AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCA",14017,"AE","3.70E+07","high","wk2",187339,5.273,43,"not_protected","bcg_routecohort_processed.txt","HCA_79_read1.fastq.gz","HCA_79_read2.fastq.gz","M4",0.201416298443685
"HCA_80",5.78856325080612,"HCA_80","HCA AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCA",14017,"AE","3.70E+07","high","wk12",187339,5.273,43,"not_protected","bcg_routecohort_processed.txt","HCA_80_read1.fastq.gz","HCA_80_read2.fastq.gz","M4",0.0873322083463144
"HCE_49",5.95718389900524,"HCE_49","HCE HD-ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCE",14317,"HD-ID","2.90E+07","high","pre",29595,4.471,11,"not_protected","bcg_routecohort_processed.txt","HCE_49_read1.fastq.gz","HCE_49_read2.fastq.gz","M4",0
"HCE_50",5.93900282939292,"HCE_50","HCE HD-ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCE",14317,"HD-ID","2.90E+07","high","d2",29595,4.471,11,"not_protected","bcg_routecohort_processed.txt","HCE_50_read1.fastq.gz","HCE_50_read2.fastq.gz","M4",-0.0181810696123135
"HCE_51",6.08293493567465,"HCE_51","HCE HD-ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCE",14317,"HD-ID","2.90E+07","high","wk2",29595,4.471,11,"not_protected","bcg_routecohort_processed.txt","HCE_51_read1.fastq.gz","HCE_51_read2.fastq.gz","M4",0.12575103666941
"HCE_52",6.06923665008584,"HCE_52","HCE HD-ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCE",14317,"HD-ID","2.90E+07","high","wk12",29595,4.471,11,"not_protected","bcg_routecohort_processed.txt","HCE_52_read1.fastq.gz","HCE_52_read2.fastq.gz","M4",0.112052751080605
"HCL_45",5.92033587398915,"HCL_45","HCL IV pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCL",13517,"IV","3.70E+07","high","pre",45,1.663,3,"protected","bcg_routecohort_processed.txt","HCL_45_read1.fastq.gz","HCL_45_read2.fastq.gz","M4",0
"HCL_46",5.7739907271113,"HCL_46","HCL IV d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCL",13517,"IV","3.70E+07","high","d2",45,1.663,3,"protected","bcg_routecohort_processed.txt","HCL_46_read1.fastq.gz","HCL_46_read2.fastq.gz","M4",-0.146345146877854
"HCL_47",6.38308652616225,"HCL_47","HCL IV wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCL",13517,"IV","3.70E+07","high","wk2",45,1.663,3,"protected","bcg_routecohort_processed.txt","HCL_47_read1.fastq.gz","HCL_47_read2.fastq.gz","M4",0.462750652173103
"HCL_48",5.99245210596479,"HCL_48","HCL IV wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCL",13517,"IV","3.70E+07","high","wk12",45,1.663,3,"protected","bcg_routecohort_processed.txt","HCL_48_read1.fastq.gz","HCL_48_read2.fastq.gz","M4",0.0721162319756425
"O5G_89",5.96740022055114,"O5G_89","O5G HD-ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O5G",14217,"HD-ID","2.90E+07","high","pre",50,1.708,1,"protected","bcg_routecohort_processed.txt","O5G_89_read1.fastq.gz","O5G_89_read2.fastq.gz","M4",0
"O5G_90",5.70432879553838,"O5G_90","O5G HD-ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O5G",14217,"HD-ID","2.90E+07","high","d2",50,1.708,1,"protected","bcg_routecohort_processed.txt","O5G_90_read1.fastq.gz","O5G_90_read2.fastq.gz","M4",-0.263071425012756
"O5G_91",6.06381234728926,"O5G_91","O5G HD-ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O5G",14217,"HD-ID","2.90E+07","high","wk2",50,1.708,1,"protected","bcg_routecohort_processed.txt","O5G_91_read1.fastq.gz","O5G_91_read2.fastq.gz","M4",0.0964121267381222
"O5G_92",5.8727070831293,"O5G_92","O5G HD-ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O5G",14217,"HD-ID","2.90E+07","high","wk12",50,1.708,1,"protected","bcg_routecohort_processed.txt","O5G_92_read1.fastq.gz","O5G_92_read2.fastq.gz","M4",-0.0946931374218405
"O96_73",5.89524280632015,"O96_73","O96 ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O96",13217,"ID","3.10E+05","low","pre",58960,4.771,15,"not_protected","bcg_routecohort_processed.txt","O96_73_read1.fastq.gz","O96_73_read2.fastq.gz","M4",0
"O96_74",5.87943863381793,"O96_74","O96 ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O96",13217,"ID","3.10E+05","low","d2",58960,4.771,15,"not_protected","bcg_routecohort_processed.txt","O96_74_read1.fastq.gz","O96_74_read2.fastq.gz","M4",-0.015804172502226
"O96_75",6.02741754489716,"O96_75","O96 ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O96",13217,"ID","3.10E+05","low","wk2",58960,4.771,15,"not_protected","bcg_routecohort_processed.txt","O96_75_read1.fastq.gz","O96_75_read2.fastq.gz","M4",0.132174738577013
"O96_76",5.96314891569088,"O96_76","O96 ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O96",13217,"ID","3.10E+05","low","wk12",58960,4.771,15,"not_protected","bcg_routecohort_processed.txt","O96_76_read1.fastq.gz","O96_76_read2.fastq.gz","M4",0.0679061093707283
"OHJ_37",5.81195515292932,"OHJ_37","OHJ AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OHJ",13017,"AE","3.70E+07","high","pre",70928,4.851,21,"not_protected","bcg_routecohort_processed.txt","OHJ_37_read1.fastq.gz","OHJ_37_read2.fastq.gz","M4",0
"OHJ_38",6.00064992796086,"OHJ_38","OHJ AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OHJ",13017,"AE","3.70E+07","high","d2",70928,4.851,21,"not_protected","bcg_routecohort_processed.txt","OHJ_38_read1.fastq.gz","OHJ_38_read2.fastq.gz","M4",0.188694775031546
"OHJ_39",6.15419904614164,"OHJ_39","OHJ AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OHJ",13017,"AE","3.70E+07","high","wk2",70928,4.851,21,"not_protected","bcg_routecohort_processed.txt","OHJ_39_read1.fastq.gz","OHJ_39_read2.fastq.gz","M4",0.342243893212319
"OHJ_40",6.06537892159394,"OHJ_40","OHJ AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OHJ",13017,"AE","3.70E+07","high","wk12",70928,4.851,21,"not_protected","bcg_routecohort_processed.txt","OHJ_40_read1.fastq.gz","OHJ_40_read2.fastq.gz","M4",0.253423768664625
"OMI_69",5.48697215659114,"OMI_69","OMI HD-ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OMI",14117,"HD-ID","2.90E+07","high","pre",67930,4.832,22,"not_protected","bcg_routecohort_processed.txt","OMI_69_read1.fastq.gz","OMI_69_read2.fastq.gz","M4",0
"OMI_70",5.66666217364288,"OMI_70","OMI HD-ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OMI",14117,"HD-ID","2.90E+07","high","d2",67930,4.832,22,"not_protected","bcg_routecohort_processed.txt","OMI_70_read1.fastq.gz","OMI_70_read2.fastq.gz","M4",0.179690017051749
"OMI_71",5.92470699979881,"OMI_71","OMI HD-ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OMI",14117,"HD-ID","2.90E+07","high","wk2",67930,4.832,22,"not_protected","bcg_routecohort_processed.txt","OMI_71_read1.fastq.gz","OMI_71_read2.fastq.gz","M4",0.437734843207676
"OMI_72",5.89129093883581,"OMI_72","OMI HD-ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OMI",14117,"HD-ID","2.90E+07","high","wk12",67930,4.832,22,"not_protected","bcg_routecohort_processed.txt","OMI_72_read1.fastq.gz","OMI_72_read2.fastq.gz","M4",0.404318782244671
