"SampleID","score","library name","title","organism","tissue","molecule","single or paired-end","instrument model","id","Pitt_id","BCG_dose_log10","dose","TimeafterBCG","total_Mtb_CFU","log_Mtb_CFU","grans_nx","log_grans_nx","protect_status","processed data file","raw file","raw file 2","moduleID","norm_score"
"A11V075_wk12Pre",7.0015151940468,"A11V075_wk12Pre","A11V075 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A11V075",4618,7.4,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A11V075_wk12Pre_read1.fastq.gz","A11V075_wk12Pre_read2.fastq.gz","M4",0.293103308768829
"A11V075_wk2Pre",7.82415273446273,"A11V075_wk2Pre","A11V075 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A11V075",4618,7.4,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A11V075_wk2Pre_read1.fastq.gz","A11V075_wk2Pre_read2.fastq.gz","M4",1.11574084918476
"A11V075_wk4Pre",7.5040481864433,"A11V075_wk4Pre","A11V075 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A11V075",4618,7.4,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A11V075_wk4Pre_read1.fastq.gz","A11V075_wk4Pre_read2.fastq.gz","M4",0.795636301165326
"A11V075_wkm4Pre",6.70841188527797,"A11V075_wkm4Pre","A11V075 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A11V075",4618,7.4,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A11V075_wkm4Pre_read1.fastq.gz","A11V075_wkm4Pre_read2.fastq.gz","M4",0
"A12V044_d2Pre",6.48641839669165,"A12V044_d2Pre","A12V044 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V044",4418,6.39,"high","d2",8545,3.93,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","A12V044_d2Pre_read1.fastq.gz","A12V044_d2Pre_read2.fastq.gz","M4",-0.317851055049618
"A12V044_wk12Pre",7.29661376511914,"A12V044_wk12Pre","A12V044 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V044",4418,6.39,"high","wk12",8545,3.93,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","A12V044_wk12Pre_read1.fastq.gz","A12V044_wk12Pre_read2.fastq.gz","M4",0.49234431337787
"A12V044_wk2Pre",6.31917210702408,"A12V044_wk2Pre","A12V044 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V044",4418,6.39,"high","wk2",8545,3.93,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","A12V044_wk2Pre_read1.fastq.gz","A12V044_wk2Pre_read2.fastq.gz","M4",-0.485097344717194
"A12V044_wk4Pre",7.53612347837556,"A12V044_wk4Pre","A12V044 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V044",4418,6.39,"high","wk4",8545,3.93,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","A12V044_wk4Pre_read1.fastq.gz","A12V044_wk4Pre_read2.fastq.gz","M4",0.731854026634291
"A12V044_wkm4Pre",6.80426945174127,"A12V044_wkm4Pre","A12V044 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V044",4418,6.39,"high","pre",8545,3.93,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","A12V044_wkm4Pre_read1.fastq.gz","A12V044_wkm4Pre_read2.fastq.gz","M4",0
"A12V053_d2Pre",6.2035870038014,"A12V053_d2Pre","A12V053 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V053",4118,7.4,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V053_d2Pre_read1.fastq.gz","A12V053_d2Pre_read2.fastq.gz","M4",-0.590812586374701
"A12V053_wk12Pre",6.78593769457305,"A12V053_wk12Pre","A12V053 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V053",4118,7.4,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V053_wk12Pre_read1.fastq.gz","A12V053_wk12Pre_read2.fastq.gz","M4",-0.00846189560305977
"A12V053_wk2Pre",7.14526549500573,"A12V053_wk2Pre","A12V053 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V053",4118,7.4,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V053_wk2Pre_read1.fastq.gz","A12V053_wk2Pre_read2.fastq.gz","M4",0.350865904829624
"A12V053_wk4Pre",7.0050243409235,"A12V053_wk4Pre","A12V053 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V053",4118,7.4,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V053_wk4Pre_read1.fastq.gz","A12V053_wk4Pre_read2.fastq.gz","M4",0.210624750747393
"A12V053_wkm4Pre",6.79439959017611,"A12V053_wkm4Pre","A12V053 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V053",4118,7.4,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V053_wkm4Pre_read1.fastq.gz","A12V053_wkm4Pre_read2.fastq.gz","M4",0
"A12V057_d2Pre",6.64822664872551,"A12V057_d2Pre","A12V057 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_d2Pre_read1.fastq.gz","A12V057_d2Pre_read2.fastq.gz","M4",-0.255667648204142
"A12V057_wk12Pre",6.95560671150818,"A12V057_wk12Pre","A12V057 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_wk12Pre_read1.fastq.gz","A12V057_wk12Pre_read2.fastq.gz","M4",0.0517124145785282
"A12V057_wk2Pre",7.16119380005242,"A12V057_wk2Pre","A12V057 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_wk2Pre_read1.fastq.gz","A12V057_wk2Pre_read2.fastq.gz","M4",0.25729950312277
"A12V057_wk4Pre",7.23734545771369,"A12V057_wk4Pre","A12V057 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_wk4Pre_read1.fastq.gz","A12V057_wk4Pre_read2.fastq.gz","M4",0.33345116078404
"A12V057_wkm4Pre",6.90389429692965,"A12V057_wkm4Pre","A12V057 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_wkm4Pre_read1.fastq.gz","A12V057_wkm4Pre_read2.fastq.gz","M4",0
"A12V058_d2Pre",6.04493390586326,"A12V058_d2Pre","A12V058 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","d2",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_d2Pre_read1.fastq.gz","A12V058_d2Pre_read2.fastq.gz","M4",-0.703814480420625
"A12V058_wk12Pre",6.94128001212435,"A12V058_wk12Pre","A12V058 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","wk12",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wk12Pre_read1.fastq.gz","A12V058_wk12Pre_read2.fastq.gz","M4",0.192531625840464
"A12V058_wk2Pre",7.6838338021882,"A12V058_wk2Pre","A12V058 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","wk2",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wk2Pre_read1.fastq.gz","A12V058_wk2Pre_read2.fastq.gz","M4",0.935085415904312
"A12V058_wk4Pre",7.29033126636526,"A12V058_wk4Pre","A12V058 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","wk4",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wk4Pre_read1.fastq.gz","A12V058_wk4Pre_read2.fastq.gz","M4",0.541582880081376
"A12V058_wkm4Pre",6.74874838628388,"A12V058_wkm4Pre","A12V058 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","pre",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wkm4Pre_read1.fastq.gz","A12V058_wkm4Pre_read2.fastq.gz","M4",0
"A12V062_d2Pre",6.62636293317694,"A12V062_d2Pre","A12V062 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_d2Pre_read1.fastq.gz","A12V062_d2Pre_read2.fastq.gz","M4",-0.203516978481217
"A12V062_wk12Pre",6.93251687889207,"A12V062_wk12Pre","A12V062 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wk12Pre_read1.fastq.gz","A12V062_wk12Pre_read2.fastq.gz","M4",0.102636967233909
"A12V062_wk2Pre",7.012686158089,"A12V062_wk2Pre","A12V062 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wk2Pre_read1.fastq.gz","A12V062_wk2Pre_read2.fastq.gz","M4",0.182806246430844
"A12V062_wk4Pre",6.88544760456278,"A12V062_wk4Pre","A12V062 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wk4Pre_read1.fastq.gz","A12V062_wk4Pre_read2.fastq.gz","M4",0.0555676929046225
"A12V062_wkm4Pre",6.82987991165816,"A12V062_wkm4Pre","A12V062 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wkm4Pre_read1.fastq.gz","A12V062_wkm4Pre_read2.fastq.gz","M4",0
"A12V066_d2Pre",6.13524480442916,"A12V066_d2Pre","A12V066 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_d2Pre_read1.fastq.gz","A12V066_d2Pre_read2.fastq.gz","M4",-0.417620909183444
"A12V066_wk12Pre",7.03842341256064,"A12V066_wk12Pre","A12V066 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wk12Pre_read1.fastq.gz","A12V066_wk12Pre_read2.fastq.gz","M4",0.485557698948044
"A12V066_wk2Pre",7.02783045121791,"A12V066_wk2Pre","A12V066 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wk2Pre_read1.fastq.gz","A12V066_wk2Pre_read2.fastq.gz","M4",0.474964737605307
"A12V066_wk4Pre",7.13040560288611,"A12V066_wk4Pre","A12V066 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wk4Pre_read1.fastq.gz","A12V066_wk4Pre_read2.fastq.gz","M4",0.577539889273515
"A12V066_wkm4Pre",6.5528657136126,"A12V066_wkm4Pre","A12V066 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wkm4Pre_read1.fastq.gz","A12V066_wkm4Pre_read2.fastq.gz","M4",0
"A12V095_d2Pre",6.46172773362291,"A12V095_d2Pre","A12V095 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_d2Pre_read1.fastq.gz","A12V095_d2Pre_read2.fastq.gz","M4",-0.266250963307058
"A12V095_wk12Pre",6.85607123350101,"A12V095_wk12Pre","A12V095 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wk12Pre_read1.fastq.gz","A12V095_wk12Pre_read2.fastq.gz","M4",0.128092536571038
"A12V095_wk2Pre",7.01018392382236,"A12V095_wk2Pre","A12V095 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wk2Pre_read1.fastq.gz","A12V095_wk2Pre_read2.fastq.gz","M4",0.28220522689239
"A12V095_wk4Pre",6.99059297963598,"A12V095_wk4Pre","A12V095 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wk4Pre_read1.fastq.gz","A12V095_wk4Pre_read2.fastq.gz","M4",0.262614282706011
"A12V095_wkm4Pre",6.72797869692997,"A12V095_wkm4Pre","A12V095 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wkm4Pre_read1.fastq.gz","A12V095_wkm4Pre_read2.fastq.gz","M4",0
"A12V119_d2Pre",6.83866184097091,"A12V119_d2Pre","A12V119 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V119",4018,4.59,"low","d2",96612,4.99,"60",1.79,"not_protected","ivbcg_dosecohort_processed.txt","A12V119_d2Pre_read1.fastq.gz","A12V119_d2Pre_read2.fastq.gz","M4",0.22571070373914
"A12V119_wk12Pre",6.61808904952982,"A12V119_wk12Pre","A12V119 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V119",4018,4.59,"low","wk12",96612,4.99,"60",1.79,"not_protected","ivbcg_dosecohort_processed.txt","A12V119_wk12Pre_read1.fastq.gz","A12V119_wk12Pre_read2.fastq.gz","M4",0.00513791229805705
"A12V119_wk2Pre",6.77886254932238,"A12V119_wk2Pre","A12V119 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V119",4018,4.59,"low","wk2",96612,4.99,"60",1.79,"not_protected","ivbcg_dosecohort_processed.txt","A12V119_wk2Pre_read1.fastq.gz","A12V119_wk2Pre_read2.fastq.gz","M4",0.165911412090614
"A12V119_wk4Pre",6.74872788988344,"A12V119_wk4Pre","A12V119 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V119",4018,4.59,"low","wk4",96612,4.99,"60",1.79,"not_protected","ivbcg_dosecohort_processed.txt","A12V119_wk4Pre_read1.fastq.gz","A12V119_wk4Pre_read2.fastq.gz","M4",0.135776752651677
"A12V119_wkm4Pre",6.61295113723177,"A12V119_wkm4Pre","A12V119 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V119",4018,4.59,"low","pre",96612,4.99,"60",1.79,"not_protected","ivbcg_dosecohort_processed.txt","A12V119_wkm4Pre_read1.fastq.gz","A12V119_wkm4Pre_read2.fastq.gz","M4",0
"A12V158_d2Pre",6.28265726527,"A12V158_d2Pre","A12V158 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V158",2618,6.84,"high","d2",182028,5.26,"5",0.78,"not_protected","ivbcg_dosecohort_processed.txt","A12V158_d2Pre_read1.fastq.gz","A12V158_d2Pre_read2.fastq.gz","M4",-0.464294843468406
"A12V158_wk12Pre",6.57554683208348,"A12V158_wk12Pre","A12V158 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V158",2618,6.84,"high","wk12",182028,5.26,"5",0.78,"not_protected","ivbcg_dosecohort_processed.txt","A12V158_wk12Pre_read1.fastq.gz","A12V158_wk12Pre_read2.fastq.gz","M4",-0.171405276654926
"A12V158_wk2Pre",7.34144725805425,"A12V158_wk2Pre","A12V158 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V158",2618,6.84,"high","wk2",182028,5.26,"5",0.78,"not_protected","ivbcg_dosecohort_processed.txt","A12V158_wk2Pre_read1.fastq.gz","A12V158_wk2Pre_read2.fastq.gz","M4",0.594495149315845
"A12V158_wkm4Pre",6.74695210873841,"A12V158_wkm4Pre","A12V158 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V158",2618,6.84,"high","pre",182028,5.26,"5",0.78,"not_protected","ivbcg_dosecohort_processed.txt","A12V158_wkm4Pre_read1.fastq.gz","A12V158_wkm4Pre_read2.fastq.gz","M4",0
"A14V013_wk12Pre",7.29096133544561,"A14V013_wk12Pre","A14V013 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A14V013",3518,6.84,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A14V013_wk12Pre_read1.fastq.gz","A14V013_wk12Pre_read2.fastq.gz","M4",0.686367015669552
"A14V013_wk2Pre",6.26131395529597,"A14V013_wk2Pre","A14V013 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A14V013",3518,6.84,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A14V013_wk2Pre_read1.fastq.gz","A14V013_wk2Pre_read2.fastq.gz","M4",-0.343280364480089
"A14V013_wk4Pre",7.57013315479969,"A14V013_wk4Pre","A14V013 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A14V013",3518,6.84,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A14V013_wk4Pre_read1.fastq.gz","A14V013_wk4Pre_read2.fastq.gz","M4",0.965538835023628
"A14V013_wkm4Pre",6.60459431977606,"A14V013_wkm4Pre","A14V013 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A14V013",3518,6.84,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A14V013_wkm4Pre_read1.fastq.gz","A14V013_wkm4Pre_read2.fastq.gz","M4",0
"A9V105_d2Pre",6.41694427492402,"A9V105_d2Pre","A9V105 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_d2Pre_read1.fastq.gz","A9V105_d2Pre_read2.fastq.gz","M4",-0.439483281459929
"A9V105_wk12Pre",6.85416307123576,"A9V105_wk12Pre","A9V105 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wk12Pre_read1.fastq.gz","A9V105_wk12Pre_read2.fastq.gz","M4",-0.00226448514818589
"A9V105_wk2Pre",7.34209531922588,"A9V105_wk2Pre","A9V105 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wk2Pre_read1.fastq.gz","A9V105_wk2Pre_read2.fastq.gz","M4",0.485667762841937
"A9V105_wk4Pre",7.25492266043105,"A9V105_wk4Pre","A9V105 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wk4Pre_read1.fastq.gz","A9V105_wk4Pre_read2.fastq.gz","M4",0.398495104047098
"A9V105_wkm4Pre",6.85642755638395,"A9V105_wkm4Pre","A9V105 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wkm4Pre_read1.fastq.gz","A9V105_wkm4Pre_read2.fastq.gz","M4",0
"DFA4_d2Pre",6.46867354464639,"DFA4_d2Pre","DFA4 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","d2",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_d2Pre_read1.fastq.gz","DFA4_d2Pre_read2.fastq.gz","M4",0.0436726523132274
"DFA4_wk12Pre",6.68029244727819,"DFA4_wk12Pre","DFA4 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","wk12",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wk12Pre_read1.fastq.gz","DFA4_wk12Pre_read2.fastq.gz","M4",0.255291554945027
"DFA4_wk2Pre",6.82182031523956,"DFA4_wk2Pre","DFA4 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","wk2",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wk2Pre_read1.fastq.gz","DFA4_wk2Pre_read2.fastq.gz","M4",0.396819422906396
"DFA4_wk4Pre",6.58969113788219,"DFA4_wk4Pre","DFA4 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","wk4",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wk4Pre_read1.fastq.gz","DFA4_wk4Pre_read2.fastq.gz","M4",0.164690245549028
"DFA4_wkm4Pre",6.42500089233316,"DFA4_wkm4Pre","DFA4 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","pre",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wkm4Pre_read1.fastq.gz","DFA4_wkm4Pre_read2.fastq.gz","M4",0
"DFM3_d2Pre",6.49864665127882,"DFM3_d2Pre","DFM3 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","d2",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_d2Pre_read1.fastq.gz","DFM3_d2Pre_read2.fastq.gz","M4",-0.227834328079854
"DFM3_wk12Pre",6.8129726291267,"DFM3_wk12Pre","DFM3 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","wk12",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wk12Pre_read1.fastq.gz","DFM3_wk12Pre_read2.fastq.gz","M4",0.0864916497680221
"DFM3_wk2Pre",7.18365652624503,"DFM3_wk2Pre","DFM3 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","wk2",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wk2Pre_read1.fastq.gz","DFM3_wk2Pre_read2.fastq.gz","M4",0.45717554688635
"DFM3_wk4Pre",6.91269934866113,"DFM3_wk4Pre","DFM3 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","wk4",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wk4Pre_read1.fastq.gz","DFM3_wk4Pre_read2.fastq.gz","M4",0.186218369302452
"DFM3_wkm4Pre",6.72648097935868,"DFM3_wkm4Pre","DFM3 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","pre",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wkm4Pre_read1.fastq.gz","DFM3_wkm4Pre_read2.fastq.gz","M4",0
"DFN5_d2Pre",6.53631948587525,"DFN5_d2Pre","DFN5 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","d2",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_d2Pre_read1.fastq.gz","DFN5_d2Pre_read2.fastq.gz","M4",0.259637363074466
"DFN5_wk12Pre",6.6526321456606,"DFN5_wk12Pre","DFN5 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","wk12",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_wk12Pre_read1.fastq.gz","DFN5_wk12Pre_read2.fastq.gz","M4",0.375950022859815
"DFN5_wk2Pre",6.92841815264817,"DFN5_wk2Pre","DFN5 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","wk2",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_wk2Pre_read1.fastq.gz","DFN5_wk2Pre_read2.fastq.gz","M4",0.651736029847379
